unit_id,speed,date
8075,4948966.568181818182,2018-09-24 00:00:00
8080,229282.875000000000,2018-06-25 00:00:00
8080,232657.047619047619,2018-07-02 00:00:00
8080,220709.619047619048,2018-07-09 00:00:00
8080,217241.269841269841,2018-07-16 00:00:00
8080,217021.365079365079,2018-07-23 00:00:00
8080,217804.190476190476,2018-07-30 00:00:00
8080,216735.936507936508,2018-08-06 00:00:00
8080,215229.857142857143,2018-08-13 00:00:00
8080,214762.809523809524,2018-08-20 00:00:00
8080,215239.619047619048,2018-08-27 00:00:00
8080,215553.444444444444,2018-09-03 00:00:00
8080,214572.555555555556,2018-09-10 00:00:00
8080,215323.047619047619,2018-09-17 00:00:00
8080,215238.634920634921,2018-09-24 00:00:00
8083,11704978.933333333333,2018-07-23 00:00:00
8083,11734487.333333333333,2018-07-30 00:00:00
8083,11752089.759259259259,2018-08-06 00:00:00
8083,11359072.919354838710,2018-08-13 00:00:00
8083,11652539.400000000000,2018-08-20 00:00:00
8083,11751643.016666666667,2018-08-27 00:00:00
8083,11730236.051724137931,2018-09-03 00:00:00
8083,11116426.451612903226,2018-09-10 00:00:00
8083,10268931.930555555556,2018-09-17 00:00:00
8083,11257271.932203389831,2018-09-24 00:00:00
8084,3047460.533333333333,2018-06-25 00:00:00
8084,2860114.771428571429,2018-07-02 00:00:00
8084,2904019.295454545455,2018-07-09 00:00:00
8084,2685135.011627906977,2018-07-16 00:00:00
8084,2839133.632183908046,2018-07-23 00:00:00
8084,2871668.467391304348,2018-07-30 00:00:00
8084,2627590.784946236559,2018-08-06 00:00:00
8084,2864964.381443298969,2018-08-13 00:00:00
8084,2873502.791666666667,2018-08-20 00:00:00
8084,2625572.812500000000,2018-08-27 00:00:00
8084,2772588.047619047619,2018-09-03 00:00:00
8084,2810136.809523809524,2018-09-10 00:00:00
8084,2701991.238095238095,2018-09-17 00:00:00
8084,2712396.488095238095,2018-09-24 00:00:00
8102,13869613.238095238095,2018-07-09 00:00:00
8103,1253024.076923076923,2018-06-25 00:00:00
